00689R,國泰20年美債反1,843000,16050840,19.12,19.12,19.03,19.03,-0.18,19
690,兆豐藍籌30,4965146,143680885,28.94,29.03,28.86,28.91,0.12,2278
692,富邦公司治理,2003498,56507646,28.21,28.27,28.15,28.17,-0.04,1247
00693U,期街口S&P黃豆,26650,686909,25.75,25.8,25.75,25.77,0.01,20
700,富邦恒生國企,201420,2322775,11.65,11.65,11.46,11.49,-0.12,1071
701,國泰股利精選30,714514,15833312,22.17,22.2,22.12,22.2,0.04,599
702,國泰標普低波高息,102197,2272139,22.29,22.29,22.23,22.23,-0.11,12
703,台新MSCI中國,47448,673490,14.24,14.24,14.15,14.2,-0.17,811
00706L,期元大S&P日圓正2,1114260,10581540,9.46,9.53,9.45,9.52,0.06,276
00707R,期元大S&P日圓反1,1000,24810,24.81,24.81,24.81,24.81,-0.01,1
00708L,期元大S&P黃金正2,533404,12499457,23.34,23.53,23.32,23.46,0.09,85
709,富邦歐洲,424389,9705485,22.76,23,22.76,22.98,0.15,1093
00710B,FH彭博非投等債,76002,1381171,18.26,18.26,18.15,18.15,-0.06,64
00711B,FH彭博新興債,250300,3977306,15.9,15.96,15.88,15.89,-0.01,970
712,FH富時不動產,2498668,26592125,10.7,10.7,10.6,10.62,-0.08,1613
713,元大台灣高息低波,2206211,85481161,38.86,38.89,38.66,38.73,-0.13,1313
714,群益道瓊美國地產,956630,18420713,19.3,19.3,19.2,19.28,-0.02,201
00715L,期街口布蘭特正2,13558523,219060300,16.15,16.23,16.07,16.21,0.19,2188
717,富邦美國特別股,283983,4227219,14.9,14.92,14.86,14.86,-0.02,238
728,第一金工業30,302692,7017683,23.21,23.24,23.14,23.16,-0.05,344
730,富邦臺灣優質高息,178740,2933762,16.45,16.47,16.37,16.37,-0.05,175
731,FH富時高息低波,1118918,59867951,53.55,53.65,53.4,53.5,0,247
732,國泰RMB短期報酬,100000,3971000,39.71,39.71,39.71,39.71,-0.36,4
733,富邦臺灣中小,167051,5861599,35.26,35.4,34.87,34.87,-0.4,233
735,國泰臺韓科技,117167,2991890,25.54,25.54,25.54,25.54,-0.08,1002
736,國泰新興市場,102178,1943492,19.03,19.03,19.03,19.03,-0.08,949
737,國泰AI+Robo,163050,4204223,25.81,25.81,25.76,25.78,-0.02,1048
00738U,期元大道瓊白銀,2367000,51342300,21.58,21.72,21.57,21.61,-0.15,164
739,元大MSCI A股,17017,370749,21.82,22,21.78,22,0,834
752,中信中國50,2234195,35734038,16.35,16.36,15.89,15.93,-0.23,745
00753L,中信中國50正2,13410180,119937101,9.16,9.2,8.87,8.88,-0.17,2082
757,統一FANG+,240327,8462384,35.34,35.42,35.07,35.11,-0.23,400
762,元大全球AI,60377,1929738,32.02,32.04,31.89,31.89,-0.1,84
00763U,期街口道瓊銅,46000,1078890,23.51,23.51,23.45,23.46,-0.05,4
770,國泰北美科技,105213,3070030,29.24,29.24,29.18,29.2,-0.04,893
771,元大US高息特別股,51071,842489,16.5,16.53,16.48,16.5,0,864
00774B,新光中國政金綠債,1998,78794,39.87,39.87,39.87,39.87,-0.23,997
00774C,新光中政金綠債+R,,,,,,,0,
00775B,新光投等債15+,1714,57126,34,34,34,34,0.08,705
783,富邦中証500,71952,1450891,20.19,20.19,20.16,20.16,-0.22,955
830,國泰費城半導體,2336987,58819312,25.2,25.25,25.13,25.15,-0.02,872
850,元大臺灣ESG永續,1835139,53875050,29.42,29.42,29.28,29.36,0,560
851,台新全球AI,25912,613717,23.68,23.72,23.68,23.71,-0.09,917
00852L,國泰美國道瓊正2,833000,17231990,20.71,20.71,20.66,20.67,-0.04,44
861,元大全球未來通訊,84250,2315988,27.57,27.57,27.46,27.47,-0.01,106
00865B,國泰US短期公債,110504,4441806,40.25,40.25,40.17,40.22,-0.22,511
875,國泰網路資安,228501,5980065,26.24,26.24,26.11,26.11,-0.06,89
876,元大全球5G,239434,6237275,26.09,26.2,26,26,-0.1,160
878,國泰永續高股息,34584918,567242090,16.37,16.43,16.37,16.4,0.05,13200
881,國泰台灣5G+,6925968,100428108,14.54,14.55,14.46,14.49,-0.04,2251
882,中信中國高股息,3802214,42756789,11.25,11.31,11.2,11.28,0.07,1228
885,富邦越南,28584579,303879129,10.59,10.72,10.55,10.64,0.13,5152
891,中信關鍵半導體,7081975,84580510,12,12.02,11.89,11.9,-0.1,2530
892,富邦台灣半導體,4040382,43218199,10.77,10.77,10.64,10.64,-0.12,1103
893,國泰智能電動車,5354575,65173513,12.21,12.24,12.15,12.15,-0.04,1627
894,中信小資高價30,1077873,13173235,12.27,12.29,12.15,12.16,-0.11,317
895,富邦未來車,2682373,36123406,13.49,13.51,13.44,13.44,0,487
896,中信綠能及電動車,977397,13101120,13.39,13.43,13.37,13.37,-0.02,411
897,富邦基因免疫生技,1604168,14451034,9.01,9.05,8.99,9,-0.01,244
898,國泰基因免疫革命,518808,4027133,7.78,7.8,7.74,7.75,-0.03,219
899,FT潔淨能源,75279,1808356,24.09,24.1,23.94,23.94,0.01,97
900,富邦特選高股息30,14224693,153649792,10.83,10.86,10.76,10.78,-0.03,3865
901,永豐智能車供應鏈,350432,4277257,12.24,12.24,12.17,12.19,-0.04,221
902,中信電池及儲能,6512505,87463275,13.57,13.59,13.36,13.38,-0.19,1522
903,富邦元宇宙,3703555,32423506,8.73,8.78,8.73,8.75,0.03,547
904,新光臺灣半導體30,1194980,13507303,11.39,11.39,11.26,11.27,-0.08,314
905,FT臺灣Smart,478361,4206634,8.82,8.82,8.78,8.78,-0.01,238
906,大華元宇宙科技50,2719,25157,9.23,9.23,9.23,9.23,0,6
907,永豐優息存股,705900,10161008,14.4,14.42,14.36,14.41,0.03,303
908,富邦入息REITs+,740262,10119756,13.7,13.7,13.64,13.66,-0.03,129
909,國泰數位支付服務,561067,8741799,15.68,15.68,15.55,15.57,-0.05,172
910,第一金太空衛星,266240,4043836,15.2,15.21,15.15,15.15,-0.04,118
911,兆豐洲際半導體,158100,2504954,15.89,15.89,15.82,15.84,0.02,62
912,中信臺灣智慧50,543169,7748172,14.28,14.31,14.22,14.22,-0.07,227
913,兆豐台灣晶圓製造,211829,3260766,15.41,15.45,15.39,15.39,-0.02,22
915,凱基優選高股息30,1126026,17113959,15.2,15.25,15.13,15.13,-0.1,536
916,國泰全球品牌50,2174024,32896559,15.21,15.21,15.08,15.09,-0.08,291
917,中信特選金融,634797,9865429,15.58,15.59,15.51,15.51,-0.07,165
918,大華優利高填息30,3388568,51450043,15.2,15.26,15.11,15.11,-0.07,1278
919,群益台灣精選高息,3836249,64258270,16.81,16.87,16.66,16.66,-0.13,1173
920,富邦ESG綠色電力,667867,11633382,17.44,17.46,17.41,17.41,0.02,95
01001T,土銀富邦R1,1000,16510,16.51,16.51,16.51,16.51,-0.08,1
01002T,土銀國泰R1,141000,2535390,17.92,18,17.92,17.98,-0.01,47
01003T,兆豐新光R1,8000,165800,20.72,20.87,20.7,20.87,0,5
01004T,土銀富邦R2,1014,15919,15.7,15.7,15.7,15.7,0,2
01007T,兆豐國泰R2,6000,109500,18.25,18.25,18.25,18.25,0,6
01009T,王道圓滿R1,81000,681340,8.5,8.5,8.4,8.4,-0.05,11
01010T,京城樂富R1,28000,274470,9.92,9.92,9.78,9.85,0.03,9
20000,富邦特選蘋果N,,,,,,,0,
20002,元富新中國N,1000,11460,11.46,11.46,11.46,11.46,0,1
20007,凱基臺灣500N,,,,,,,0,
20011,統一微波高息20N,,,,,,,0,
20012,富邦行動通訊N,,,,,,,0,
20015,統一MSCI美低波N,,,,,,,0,
20016,統一MSCI美科技N,,,,,,,0,
20018,統一價值成長30N,1000,14500,14.5,14.5,14.5,14.5,0.11,1
20019,統一特選台灣5GN,1000,12190,12.19,12.19,12.19,12.19,0,1
02001L,富邦蘋果正二N,,,,,,,0,
02001R,富邦蘋果反一N,1000,2990,2.99,2.99,2.99,2.99,0.01,1
20020,元大台股領航N,70000,460170,6.57,6.58,6.56,6.58,0.01,21
20022,元大電動車N,215000,1124610,5.22,5.25,5.22,5.22,0,52
20028,元大特選電動車N,145000,731850,5.03,5.06,5.03,5.03,-0.01,28
20029,元大ESG高股息N,92000,414480,4.53,4.53,4.49,4.5,-0.02,23
20030,統一智慧電動車N,149000,595550,4.01,4.01,3.98,3.99,-0.02,20
20031,統一IC設計臺灣N,157000,553420,3.57,3.57,3.51,3.51,-0.07,18
20032,元大綠能N,74000,352690,4.77,4.78,4.75,4.76,0.02,21
20034,元大IC設計N,261000,1125260,4.34,4.35,4.28,4.28,-0.11,31
1101,台泥,28320443,945463562,33.1,33.55,33.1,33.55,0.35,10445
1101B,台泥乙特,33009,1579081,47.75,48,47.7,48,0.1,14
1102,亞泥,4340138,177873413,41.05,41.35,40.75,40.95,-0.15,2580
1103,嘉泥,106827,1857026,17.4,17.4,17.35,17.35,-0.1,97
1104,環泥,341461,7384634,21.6,21.7,21.55,21.55,0,163
1108,幸福,321394,3455850,10.65,10.85,10.6,10.7,0.15,152
1109,信大,280104,4401049,15.6,15.85,15.6,15.85,0.3,129
1110,東泥,109008,1941591,17.8,17.9,17.75,17.8,-0.05,56
1201,味全,196288,3777583,19.3,19.35,19.15,19.15,-0.1,191
1203,味王,841,28327,,,,,0,24
1210,大成,1331622,58827230,43.7,44.45,43.7,44.05,0.5,972
1213,大飲,11000,77690,7.05,7.13,7.03,7.04,-0.01,5
1215,卜蜂,293876,22997758,78.2,78.5,78,78.3,-0.1,438
1216,統一,17978738,1165343887,64.5,65.7,64.2,65.7,0.4,7421
1217,愛之味,1080285,11047833,10.3,10.35,10.15,10.2,-0.1,516
1218,泰山,4272187,179960886,40.8,42.85,40.8,42.6,1.8,2327
1219,福壽,515394,9802581,19,19.15,18.95,19,0,257
1220,台榮,96772,1431589,14.8,14.85,14.75,14.75,0.05,70
1225,福懋油,20203,1150975,57.5,57.5,56.3,57,-0.5,27
1227,佳格,332444,13509571,40.5,40.85,40.5,40.55,0.1,459
1229,聯華,827068,41431017,50.5,50.6,49.4,50,-0.2,971
1231,聯華食,241295,17291852,72.3,72.6,71,71.3,-1,997
1232,大統益,53598,7831308,147,147,145.5,145.5,-2,231
1233,天仁,1000,32450,32.45,32.45,32.45,32.45,0,1
1234,黑松,255642,8412276,33,33.1,32.85,32.9,-0.1,179
1235,興泰,23219,1640737,70.2,71.5,70,70,-0.5,43
1236,宏亞,80423,1694965,21.4,21.4,20.9,20.9,-0.35,85
1256,鮮活果汁-KY,5451,1244015,229,229,227,227,-2.5,68
1301,台塑,6644731,596985852,89.8,90.1,89.2,89.9,0.2,4212
1303,南亞,11101186,862141700,77.4,78.3,77.1,77.1,0,5703
1304,台聚,1893402,39115268,20.55,20.95,20.5,20.5,-0.05,921
1305,華夏,1452369,30730056,21.05,21.35,21,21.05,0.1,762
1307,三芳,49012,1028371,21.1,21.2,20.9,20.95,-0.15,37
1308,亞聚,1514981,40429429,26.7,27.1,26.3,26.35,-0.35,855
1309,台達化,1086124,21748423,19.75,20.2,19.7,19.95,0.2,680
1310,台苯,344915,4640589,13.45,13.5,13.35,13.4,-0.05,269
1312,國喬,6503955,118723699,17.85,18.45,17.8,18.3,0.45,3225
1312A,國喬特,,,,,,,0,
1313,聯成,1916802,25139981,12.95,13.25,12.95,13.1,0.15,707
1314,中石化,6962595,69152133,9.9,9.96,9.89,9.91,0.02,2957
1315,達新,13938,977825,70.6,70.6,70.1,70.1,0.4,25
1316,上曜,729636,9086754,12.35,12.6,12.35,12.4,0.05,352
1319,東陽,2553382,115834689,45.5,45.95,45,45.05,-0.5,1859
1321,大洋,187011,6305318,33.4,34.05,33.4,33.5,0.35,140
1323,永裕,81040,2648252,32.65,32.8,32.65,32.7,0.05,38
1324,地球,1352,14192,10.5,10.5,10.5,10.5,0.05,12
1325,恆大,127449,2879757,22.7,22.75,22.5,22.5,-0.05,99
1326,台化,5012575,369429820,73.3,74,73,74,0.2,1932
1337,再生-KY,402426,2827030,7,7.11,6.95,6.95,-0.05,235
1338,廣華-KY,125384,5671493,45.4,45.65,45.1,45.1,-0.35,126
1339,昭輝,60712,2503212,41.2,41.5,41.1,41.35,-0.15,125
1340,勝悅-KY,82166,821857,10.05,10.1,9.95,9.98,-0.07,119
1341,富林-KY,21330,1472831,69.9,69.9,68.5,69.5,0.6,25
1342,八貫,766396,67316750,87.9,89.4,87,87.1,-0.6,675
1402,遠東新,9121499,287189820,31.5,31.65,31.25,31.55,-0.25,3678
1409,新纖,5687817,100498211,17.65,17.85,17.5,17.55,0.05,1869
1410,南染,435601,18433863,42.9,43,41.95,41.95,-0.95,349
1413,宏洲,26000,252140,9.74,9.77,9.68,9.76,0.02,17
1414,東和,169685,2976632,17.65,17.65,17.4,17.6,0,125
1416,廣豐,122633,1268235,10.35,10.4,10.3,10.3,-0.05,149
1417,嘉裕,4837583,62525504,12,13.2,12,13.2,1.2,1711
1418,東華,16218,226400,13.9,14,13.9,14,-0.05,17
1419,新紡,64056,2493675,38.9,39.05,38.8,38.85,-0.05,36
1423,利華,30105,601900,20.15,20.15,19.9,20,-0.15,36
1432,大魯閣,344083,4229636,12.35,12.4,12.2,12.2,-0.2,242
1434,福懋,747774,19741453,26.45,26.5,26.3,26.35,-0.05,574
1436,華友聯,41048,2319696,56.5,56.6,56.5,56.6,-0.1,34
1437,勤益控,102283,2567625,25.2,25.2,25,25.05,-0.05,85
1438,三地開發,2000,58150,29.05,29.1,29.05,29.1,-0.1,2
1439,雋揚,61000,1340700,21.5,23.05,21.25,21.75,0.25,51
1440,南紡,1267401,21810299,17.1,17.3,17.1,17.2,0.1,565
1441,大東,27131,217105,7.99,8.01,7.99,8,0.01,80
1442,名軒,1027513,35468163,33.85,34.7,33.85,34.6,0.8,477
1443,立益物流,63020,1353879,21.5,21.65,21.25,21.5,-0.15,48
1444,力麗,1630907,17085924,10.5,10.6,10.4,10.4,-0.15,527
1445,大宇,46551,748446,16.05,16.1,16.05,16.1,-0.05,24
1446,宏和,74312,2312812,31.2,31.3,31,31.05,-0.15,37
1447,力鵬,653974,5185192,7.94,7.97,7.9,7.92,-0.04,288
1449,佳和,587631,7162685,12.25,12.4,11.9,11.9,-0.35,360
1451,年興,348447,7472030,21.45,21.7,21.3,21.4,-0.05,251
1452,宏益,63881,1118850,17.5,17.55,17.45,17.55,0.05,61
1453,大將,6108493,113370651,19,19.4,17.9,18.1,0.25,3568
1454,台富,287227,3767949,13.4,13.45,12.95,13.2,-0.1,62
1455,集盛,613172,6381144,10.35,10.45,10.35,10.35,0,235
1456,怡華,68021,1098993,16.45,16.45,16,16.2,-0.2,45
1457,宜進,207228,3848790,18.65,18.65,18.5,18.55,-0.05,109
1459,聯發,40586,333240,8.23,8.23,8.15,8.2,-0.03,53
1460,宏遠,887901,6267645,7.1,7.11,7.02,7.06,-0.01,441
1463,強盛,35312,499683,14.15,14.2,14.1,14.2,0.05,36
1464,得力,239106,3404084,14.3,14.35,14.2,14.2,-0.15,289
1465,偉全,103373,1443508,13.75,14.05,13.75,14,0.05,64
1466,聚隆,72005,815706,11.35,11.4,11.3,11.3,0,36
1467,南緯,1755442,20289265,11.8,11.8,11.5,11.5,-0.25,403
1468,昶和,45070,581033,12.75,13.05,12.75,13.05,0.05,39
1470,大統新創,161109,3286620,20.4,20.4,20.4,20.4,1.85,84
1471,首利,637142,4993060,7.85,7.94,7.78,7.78,-0.02,257
1472,三洋實業,15687,333224,21.05,21.05,20.5,20.5,-1.2,16
1473,台南,85105,1663268,19.65,19.65,19.5,19.6,0,56
1474,弘裕,59504,672093,11.3,11.35,11.2,11.3,-0.05,46
1475,業旺,394047,25844642,64.3,67,64.1,64.1,0.5,315
1476,儒鴻,259234,114290973,445,446,438,441,-4,342
1477,聚陽,1370088,300432063,224,224.5,217,218,-6,9543
1503,士電,880330,52118827,58,59.8,57.9,58.8,1.3,390
1504,東元,1952981,54657477,28,28.15,27.8,27.85,-0.05,998
1506,正道,413183,6988176,17.05,17.05,16.8,16.85,-0.2,218
1512,瑞利,145011,470133,3.34,3.34,3.2,3.21,-0.04,71
1513,中興電,42519517,2458211864,56.6,59.2,56.3,57.2,1.4,23269
1514,亞力,8216322,239658283,28.9,29.8,28.8,29,0.7,4667
1515,力山,359144,10576652,29.35,29.9,29.05,29.2,-0.15,283
1516,川飛,612177,13183211,21,21.85,21,21.6,0.6,215
1517,利奇,798326,18221173,23,23.05,22.55,22.55,-0.4,467
1519,華城,3316386,137332943,41,42.25,40.7,40.7,0,1987
1521,大億,17007,604052,35.3,35.65,35.3,35.35,0.05,15
1522,堤維西,1320990,35364320,27,27.15,26.6,26.6,-0.35,800
1522A,堤維西甲特,,,,,,,0,
1524,耿鼎,5017449,119816234,24.2,24.25,23.6,23.65,-0.55,2604
1525,江申,55120,3159075,57.5,57.7,56.7,57.4,0.6,51
1526,日馳,441423,19605980,44.65,44.9,44.1,44.25,-0.4,316
1527,鑽全,107050,4429893,41.5,41.5,41.25,41.25,-0.15,110
1528,恩德,227813,2182582,9.53,9.6,9.53,9.58,0.05,131
1529,樂事綠能,3105197,55762820,18.3,18.5,17.55,17.6,-0.85,1777
1530,亞崴,104276,3263956,31.1,31.6,31.1,31.1,0.2,103
1531,高林股,37171,509339,13.7,13.7,13.7,13.7,0,39
1532,勤美,267606,7751109,29,29.15,28.85,28.9,-0.1,110
1533,車王電,159884,8132127,51.2,51.3,50.6,50.6,-0.3,140
1535,中宇,72003,3033276,41.9,42.25,41.9,42.1,0.05,40
1536,和大,1335577,97599969,72.9,73.6,72.5,72.6,-0.2,966
1537,廣隆,58298,8005858,137.5,137.5,137,137,-0.5,77
1538,正峰,6002,36292,6.2,6.2,5.97,5.97,-0.24,8
1539,巨庭,1768539,55510766,31.5,32,30.85,30.85,-0.65,1053
1540,喬福,134955,2167889,16.05,16.15,16,16,-0.1,99
1541,錩泰,63317,2182445,34.4,34.8,34.2,34.6,0.7,55
1558,伸興,114052,12769364,112,112,111.5,112,0,195
1560,中砂,3652163,405160238,110.5,113,109,109,-2,2782
1568,倉佑,402467,9522748,23.5,23.9,23.4,23.4,-0.1,293
1582,信錦,86029,5077652,59.2,59.2,58.9,59.2,0,122
1583,程泰,1346,83313,62,62,62,62,0,3
1587,吉茂,71150,1567315,21.8,22.3,21.8,22.3,0.5,47
1589,永冠-KY,201111,10596377,52.3,53.3,52.3,52.5,0.2,164
1590,亞德客-KY,565718,514087461,904,917,887,916,12,661
1597,直得,68861,5260438,76.9,76.9,76.1,76.3,-0.6,119
1598,岱宇,111364,4298823,39.2,39.2,38.2,38.5,-0.7,100
1603,華電,311205,8366467,26.7,27.35,26.65,26.65,0.15,147
1604,聲寶,128703,3260025,25.4,25.4,25.25,25.4,-0.1,140
1605,華新,142152412,6403426044,43.95,45.9,43.65,45.25,1.35,59602
1608,華榮,4189581,62236330,14.65,15.05,14.65,14.75,0.25,1629
1609,大亞,2385431,45134452,18.95,19.15,18.65,18.65,-0.15,1271
1611,中電,834818,11931379,14.25,14.45,14.15,14.15,-0.1,389
1612,宏泰,752612,12180210,16.15,16.3,16,16,-0.15,321
1614,三洋電,104285,3758828,36.2,36.2,35.85,36.05,0,20
1615,大山,14683,417121,28.5,28.6,28.3,28.3,-0.05,21
1616,億泰,101175,753525,7.49,7.53,7.42,7.42,-0.06,1225
1617,榮星,852,12746,,,,,0,11
1618,合機,1952400,27911949,13.9,14.6,13.9,14.1,0.2,929
1626,艾美特-KY,52927,864416,16.4,16.4,16.3,16.3,-0.15,101
1701,中化,268184,5611344,20.9,21.1,20.8,20.85,-0.1,191
1702,南僑,133569,5908703,44.5,44.75,44.05,44.05,-0.45,357
1707,葡萄王,194568,25999121,132,134.5,132,133.5,1.5,256
1708,東鹼,4653241,196296641,42,42.65,41.8,42,-0.25,2420
1709,和益,960876,21883212,22.7,22.95,22.6,22.6,0,380
1710,東聯,1306496,23911420,18.25,18.45,18.1,18.1,-0.15,534
1711,永光,378260,6825351,18.05,18.25,17.9,17.9,-0.15,273
1712,興農,1402114,53420525,37.85,38.7,37.8,37.9,0.15,998
1713,國化,119136,2872048,24.3,24.4,24,24.3,-0.05,50
1714,和桐,1475112,12532659,8.44,8.56,8.43,8.46,0.04,540
1717,長興,1703432,55752119,32.6,32.95,32.45,32.55,-0.1,1005
1718,中纖,2275893,18650617,8.13,8.25,8.13,8.17,0.05,823
1720,生達,292686,13668274,47,47.05,46.55,46.8,-0.2,243
1721,三晃,413946,5849066,14.05,14.25,14,14.05,0,254
1722,台肥,1238415,69456521,55.8,56.4,55.7,55.8,-0.2,834
1723,中碳,208182,22551375,108.5,109,108,108.5,0,201
1725,元禎,22030,431288,19.6,19.7,19.5,19.7,0.1,16
1726,永記,7191,505621,70.4,70.4,70.2,70.3,-0.2,15
1727,中華化,246669,6291829,25.35,25.75,25.15,25.15,-0.05,194
1730,花仙子,19651,1092908,55,56.4,55,55.5,0.5,37
1731,美吾華,272412,4956551,18.1,18.35,17.95,18.2,0.15,159
1732,毛寶,1078094,32118928,30.8,31.15,28.95,28.95,-1.05,804
1733,五鼎,389208,9509008,24.25,24.9,24.15,24.3,0.05,194
1734,杏輝,567821,16656890,29.55,29.8,29.1,29.1,-0.45,424
1735,日勝化,1283,18636,14.5,14.5,14.5,14.5,0.15,5
1736,喬山,2695866,205648232,77.7,78.3,74.6,75.2,-1.7,2070
1737,臺鹽,106469,3405166,32,32.05,31.9,31.9,-0.1,92
1752,南光,531374,19050143,35.35,36.95,35,36.3,0.95,421
1760,寶齡富錦,13800581,2315361702,170,172,164,164.5,-5.5,8875
1762,中化生,496536,28768695,58.8,58.9,57.4,57.8,-0.9,404
1773,勝一,242566,27736653,115,115.5,113,113.5,-1.5,345
1776,展宇,4070,67471,16.5,16.6,16.5,16.6,-0.15,6
1783,和康生,229638,9456543,41,41.55,40.65,41.3,0.2,201
1786,科妍,77561,3802986,49.55,49.55,48.7,48.8,-0.6,108
1789,神隆,805220,19443128,24.4,24.5,23.9,24,-0.3,435
1795,美時,64888819,16023019674,241.5,253.5,241,245.5,6.5,44156
1802,台玻,9564827,228604609,24.15,24.5,23.4,23.55,-0.1,5148
1805,寶徠,28054,299017,10.75,10.75,10.45,10.6,-0.15,17
1806,冠軍,1423980,14075940,9.9,10.05,9.78,9.78,0.06,673
